year,month,language_name,commit_count,quarter,year_rank,quarter_rank
2017,8,Roff,752337,3,21,38
2017,7,Go,1265422,3,13,29
2017,12,HiveQL,18678,4,146,166
2017,11,TSQL,172840,4,55,82
2017,5,Gherkin,185252,2,51,72
2017,12,EJS,17600,4,147,179
2017,5,Vim script,272169,2,41,63
2017,9,RenderScript,6988,3,198,159
2017,7,Jsonnet,13936,3,166,210
2017,5,GDB,263807,2,36,30
2017,3,Sass,14852,1,169,218
2017,8,Mustache,51904,3,102,131
2017,8,YASnippet,6117,3,208,263
2017,6,Pascal,102120,2,72,60
2017,11,Nginx,68694,4,58,60
2017,11,Yacc,422161,4,22,15
2017,11,Nu,351,4,352,227
2017,10,Jinja,52302,4,103,137
2017,12,Mako,53285,4,83,56
2017,2,NASL,26236,1,142,167
2017,7,Scilab,42123,3,95,13
2017,5,OpenSCAD,31452,2,150,187
2017,7,VCL,13603,3,160,198
2017,9,XQuery,18982,3,151,139
2017,3,Coq,10074,1,194,223
2017,5,1C Enterprise,103342,2,91,139
2017,5,Logos,43442,2,107,84
2017,12,UnrealScript,210873,4,32,10
2017,7,Web Ontology Language,1214,3,270,251
2017,11,AspectJ,11275,4,143,111
2017,12,Red,440,4,284,309
2017,8,REXX,124,3,372,404
2017,9,Mercury,4864,3,211,212
2017,10,Cycript,699,4,313,295
2017,8,ABAP,1425,3,264,237
2017,10,Mask,8277,4,178,189
2017,9,Smali,564,3,342,335
2017,12,Ren'Py,258,4,384,437
2017,10,Gosu,205,4,359,242
2017,4,Modula-2,8850,2,182,189
2017,10,Monkey,29,4,416,396
2017,9,ZAP,32,3,413,427
2017,3,Gleam,179,1,367,426
2017,8,Ring,4136,3,325,344
2017,9,Macaulay2,102,3,409,422
2017,8,Shen,14,3,424,430
2017,2,MTML,25,1,449,427
2017,12,Opa,5,4,400,353
2017,10,HTML,4145329,4,2,11
2017,4,Ruby,2498812,2,8,19
2017,6,SCSS,200552,2,48,81
2017,11,DIGITAL Command Language,134090,4,52,64
2017,9,AngelScript,8851,3,175,202
2017,7,AngelScript,8734,3,175,202
2017,10,Visual Basic,120705,4,57,72
2017,7,F#,116687,3,74,107
2017,12,Nix,33353,4,112,138
2017,6,Assembly,1031114,2,19,8
2017,10,Mako,78311,4,83,56
2017,6,Starlark,94257,2,79,123
2017,3,Inno Setup,104773,1,87,105
2017,11,Bison,8453,4,186,33
2017,9,Handlebars,29634,3,122,82
2017,9,Dart,20685,3,144,129
2017,7,XQuery,17634,3,151,139
2017,7,ShaderLab,33654,3,123,200
2017,8,Pascal,98166,3,72,61
2017,3,Liquid,10577,1,195,188
2017,4,Rascal,12580,2,171,233
2017,1,Rascal,15419,1,171,236
2017,8,Standard ML,32268,3,108,96
2017,6,G-code,6948,2,209,263
2017,9,HolyC,21,3,418,454
2017,10,ShaderLab,32706,4,123,195
2017,12,LLVM,203146,4,39,74
2017,10,IDL,35789,4,105,130
2017,9,AspectJ,19208,3,143,111
2017,5,eC,14160,2,196,202
2017,10,PAWN,5274,4,158,160
2017,10,ImageJ Macro,1481,4,256,305
2017,6,ABAP,1374,2,264,234
2017,12,REALbasic,22,4,421,443
2017,8,Factor,292,3,348,315
2017,7,Classic ASP,536,3,324,347
2017,1,Fennel,224,1,406,409
2017,3,RUNOFF,6,1,448,436
2017,9,MLIR,25852,3,134,176
2017,6,OpenQASM,2069,2,254,287
2017,4,Papyrus,304,2,351,374
2017,8,APL,495,3,340,346
2017,2,ChucK,100,1,405,352
2017,9,HyPhy,2303,3,246,308
2017,11,Fancy,1214,4,251,258
2017,1,NCL,290,1,376,382
2017,9,Slice,480,3,331,361
2017,2,BASIC,1800,1,277,317
2017,1,mupad,273,1,386,361
2017,9,JSON,664,3,311,329
2017,6,Sieve,312,2,377,393
2017,3,Motoko,273,1,357,380
2017,5,Befunge,18,2,434,459
2017,11,Cadence,756,4,329,350
2017,3,Makefile,4089051,1,5,5
2017,6,Java,1459090,2,14,24
2017,4,q,17440,2,152,178
2017,5,Roff,804192,2,21,38
2017,4,RenderScript,7402,2,198,165
2017,10,Thrift,72305,4,76,86
2017,3,Groovy,576581,1,31,48
2017,10,QML,102751,4,84,103
2017,1,TeX,215165,1,47,27
2017,1,GDB,445014,1,36,29
2017,7,ASL,1714,3,273,300
2017,12,jq,3212,4,226,273
2017,5,Vue,148540,2,64,115
2017,5,Fortran,117285,2,73,101
2017,1,XQuery,23448,1,151,138
2017,8,Puppet,41087,3,106,95
2017,7,Crystal,5847,3,183,220
2017,12,XS,23100,4,128,131
2017,3,Lean,5542,1,241,235
2017,4,NASL,26268,2,142,167
2017,8,SAS,13402,3,164,118
2017,6,Agda,1044,2,308,349
2017,5,Agda,1076,2,308,349
2017,12,Blade,7380,4,189,235
2017,6,Max,7738,2,188,180
2017,1,Web Ontology Language,4231,1,270,249
2017,8,Cucumber,10085,3,163,58
2017,3,Red,1442,1,284,305
2017,6,AMPL,37622,2,111,108
2017,11,RobotFramework,52245,4,104,155
2017,3,UnrealScript,510116,1,32,10
2017,9,Csound Score,2627,3,248,320
2017,5,AIDL,5383,2,231,272
2017,3,E,2938,1,250,178
2017,1,KakouneScript,298,1,364,395
2017,8,Lasso,953,3,307,235
2017,11,Chapel,43,4,361,299
2017,9,BlitzMax,19,3,428,402
2017,5,Shen,89,2,424,426
2017,7,Csound,1453,3,271,301
2017,5,BlitzMax,65,2,428,391
2017,2,Marko,321,1,369,407
2017,8,KRL,225,3,356,355
2017,2,Opal,244,1,371,391
2017,12,DenizenScript,8,4,443,457
2017,8,Opa,59,3,400,354
2017,2,Wollok,64,1,435,447
2017,9,Batchfile,1510315,3,10,22
2017,3,HTML,5538301,1,2,13
2017,2,Smarty,303771,1,40,54
2017,6,Smarty,296381,2,40,52
2017,6,Groovy,407121,2,31,43
2017,2,NSIS,218358,1,50,49
2017,3,ApacheConf,139675,1,85,44
2017,2,ApacheConf,145341,1,85,44
2017,12,Assembly,534255,4,19,8
2017,8,CoffeeScript,209368,3,42,39
2017,5,Metal,19542,2,159,204
2017,7,jq,4074,3,226,276
2017,2,RAML,10787,1,207,237
2017,8,MATLAB,103700,3,71,106
2017,8,Cuda,85722,3,89,116
2017,1,Nim,9058,1,179,233
2017,5,GAP,65174,2,94,80
2017,3,Crystal,7711,1,183,229
2017,2,Propeller Spin,3812,1,257,283
2017,7,DataWeave,11,3,429,453
2017,4,DTrace,206695,2,63,78
2017,2,BlitzBasic,4613,1,227,250
2017,7,Rebol,11166,3,162,144
2017,4,TLA,8816,2,187,218
2017,5,Max,17501,2,188,180
2017,5,nesC,1847,2,289,126
2017,5,Component Pascal,1313,2,268,258
2017,11,Mercury,4679,4,211,216
2017,1,Cycript,1449,1,313,289
2017,2,Classic ASP,561,1,324,343
2017,7,StringTemplate,992,3,281,314
2017,8,Clean,873,3,294,302
2017,1,Filebench WML,58,1,423,434
2017,5,SMT,2599,2,269,293
2017,11,Pan,211,4,355,327
2017,8,Ren'Py,113,3,384,433
2017,8,Grace,13,3,442,442
2017,6,Pony,693,2,318,336
2017,1,LOLCODE,261,1,291,304
2017,10,XC,8793,4,199,186
2017,6,RUNOFF,54,2,448,441
2017,6,Objective-J,678,2,303,283
2017,2,Cool,3937,1,234,275
2017,4,XC,6341,2,199,176
2017,2,Bro,628,1,341,347
2017,3,Clean,1555,1,294,303
2017,4,Shen,97,2,424,426
2017,9,Cycript,623,3,313,297
2017,10,J,11279,4,153,122
2017,9,Filebench WML,34,3,423,435
2017,6,Nit,416,2,380,323
2017,11,Papyrus,190,4,351,384
2017,5,ZAP,16,2,413,420
2017,6,Motoko,425,2,357,378
2017,4,Witcher Script,158,2,385,395
2017,6,MTML,12,2,449,427
2017,3,PogoScript,7,1,461,455
2017,11,Mirah,3,4,446,351
2017,11,Dockerfile,1432390,4,12,36
2017,5,JavaScript,4034323,2,4,11
2017,5,PHP,1196652,2,17,25
2017,3,SCSS,241233,1,48,81
2017,2,XSLT,539560,1,28,22
2017,6,ActionScript,34655,2,119,74
2017,9,Kotlin,109634,3,69,91
2017,6,FreeMarker,88339,2,81,97
2017,5,Handlebars,36015,2,122,79
2017,4,Haskell,74435,2,88,85
2017,11,FreeMarker,71507,4,81,97
2017,12,GCC Machine Description,1923,4,192,176
2017,11,Objective-C++,404012,4,27,35
2017,9,Inno Setup,66664,3,87,93
2017,5,Dart,23335,2,144,110
2017,7,Raku,19493,3,138,170
2017,4,Pascal,111447,2,72,60
2017,7,SAS,9957,3,164,118
2017,7,Forth,18615,3,149,126
2017,7,Racket,4604,3,184,164
2017,7,LiveScript,1888,3,255,147
2017,10,Standard ML,64117,4,108,95
2017,12,Module Management System,17406,4,120,110
2017,2,Modelica,1243,1,299,309
2017,11,Vim Snippet,44933,4,114,152
2017,10,Max,7841,4,188,180
2017,3,VHDL,9734,1,193,194
2017,1,REALbasic,170,1,421,442
2017,5,Slash,12673,2,176,161
2017,2,nesC,1364,1,289,127
2017,3,AGS Script,1906,1,266,199
2017,2,HLSL,91761,1,86,111
2017,4,FLUX,8574,2,203,121
2017,1,Boo,267,1,334,284
2017,9,Bicep,3944,3,247,283
2017,8,E,2212,3,250,185
2017,2,Agda,560,1,308,354
2017,8,V,3578,3,245,294
2017,10,LilyPond,2103,4,260,234
2017,4,Cool,3653,2,234,276
2017,10,Csound Score,1924,4,248,319
2017,4,Markdown,419,2,374,401
2017,11,LilyPond,1740,4,260,234
2017,1,Earthly,1024,1,333,358
2017,9,Zimpl,75,3,398,343
2017,4,Harbour,160,2,403,373
2017,5,XML,429,2,345,111
2017,9,Monkey,22,3,416,397
2017,9,LoomScript,20,3,445,459
2017,7,Monkey C,40,3,420,443
2017,9,Parrot,12,3,417,337
2017,3,Berry,55,1,415,433
2017,9,JFlex,1,3,459,290
2017,5,DenizenScript,4,2,443,458
2017,1,DenizenScript,27,1,443,457
2017,4,Python,4501644,2,3,2
2017,5,CSS,3433961,2,6,16
2017,7,C#,724930,3,20,37
2017,6,AngelScript,11259,2,175,208
2017,12,SCSS,178596,4,48,76
2017,4,AngelScript,12614,2,175,208
2017,5,GDScript,2601,2,242,197
2017,5,CoffeeScript,264704,2,42,39
2017,10,ActionScript,32121,4,119,77
2017,2,ASL,1535,1,273,306
2017,4,Handlebars,31553,2,122,79
2017,6,YARA,1437,2,293,327
2017,3,GCC Machine Description,12536,1,192,187
2017,1,Scilab,111053,1,95,11
2017,12,Mustache,41965,4,102,125
2017,5,YARA,1607,2,293,327
2017,9,YASnippet,5655,3,208,263
2017,6,UrWeb,1929,2,275,237
2017,5,UrWeb,2137,2,275,237
2017,6,Sage,13892,2,173,200
2017,1,Idris,1063,1,290,276
2017,11,SAS,9843,4,164,118
2017,5,Coq,10596,2,194,224
2017,8,Ragel,12739,3,174,203
2017,7,SRecode Template,20053,3,155,142
2017,7,VHDL,7589,3,193,193
2017,7,Fancy,3993,3,251,261
2017,7,Pug,13861,3,161,208
2017,8,PAWN,10346,3,158,156
2017,3,ZenScript,231,1,381,432
2017,5,Redcode,4864,2,233,229
2017,10,G-code,6722,4,209,267
2017,10,CodeQL,4116,4,220,222
2017,11,EmberScript,10497,4,157,134
2017,11,HyPhy,3385,4,246,303
2017,8,NCL,280,3,376,391
2017,1,Nextflow,371,1,327,376
2017,2,Csound,1347,1,271,301
2017,2,Pony,824,1,318,334
2017,4,Click,997,2,312,309
2017,4,kvlang,272,2,336,350
2017,12,kvlang,475,4,336,345
2017,3,mIRC Script,3815,1,239,263
2017,11,Csound Score,2489,4,248,319
2017,9,LabVIEW,289,3,350,387
2017,2,APL,372,1,340,324
2017,1,ChucK,159,1,405,352
2017,10,Earthly,565,4,333,357
2017,7,Xonsh,222,3,397,415
2017,11,MQL4,153,4,388,424
2017,8,ooc,61,3,410,319
2017,2,Mirah,28,1,446,346
2017,2,NCL,105,1,376,382
2017,11,Befunge,6,4,434,461
2017,11,CSON,2,4,458,467
2017,3,Cadence,564,1,329,341
2017,11,HTML,3528925,4,2,11
2017,2,Lua,688436,1,24,43
2017,8,Makefile,3202171,3,5,4
2017,4,Thrift,133824,2,76,90
2017,6,C#,765093,2,20,37
2017,10,Hack,159531,4,65,85
2017,3,VimL,38873,1,126,24
2017,4,Agda,566,2,308,349
2017,10,M4,339343,4,29,31
2017,5,HCL,224650,2,59,94
2017,5,Sass,13358,2,169,217
2017,4,Rich Text Format,39158,2,109,154
2017,10,Rich Text Format,37331,4,109,151
2017,2,YARA,539,1,293,321
2017,10,Handlebars,34808,4,122,92
2017,7,Mustache,56895,3,102,131
2017,8,PostScript,53120,3,101,49
2017,3,Pawn,42070,1,110,148
2017,3,Dart,27233,1,144,133
2017,10,OpenSCAD,17183,4,150,190
2017,3,AutoIt,5933,1,212,243
2017,6,Io,3432,2,224,174
2017,3,Boo,154,1,334,284
2017,12,PureBasic,65622,4,78,140
2017,12,Coq,5804,4,194,215
2017,9,Cython,32871,3,118,148
2017,4,Max,11744,2,188,180
2017,8,VHDL,7187,3,193,193
2017,12,1C Enterprise,23353,4,91,141
2017,1,AGS Script,2425,1,266,199
2017,8,Brainfuck,8285,3,170,115
2017,4,Mask,11004,2,178,192
2017,7,Squirrel,521,3,322,296
2017,4,Asymptote,256,2,375,398
2017,12,Logos,25522,4,107,83
2017,6,VBA,5832,2,206,247
2017,11,ZenScript,382,4,381,414
2017,8,Dhall,650,3,323,357
2017,12,Stan,676,4,298,341
2017,8,Redcode,2021,3,233,216
2017,11,Factor,135,4,348,318
2017,6,Genie,2092,2,274,328
2017,9,Chapel,127,3,361,295
2017,1,Frege,257,1,394,322
2017,10,REXX,101,4,372,403
2017,7,MQL5,90,3,390,429
2017,3,Kit,32,1,432,440
2017,4,ooc,103,2,410,345
2017,9,Kaitai Struct,53,3,366,388
2017,11,Dafny,46,4,425,460
2017,3,Witcher Script,205,1,385,396
2017,2,CSON,6,1,458,463
2017,12,Futhark,127,4,393,411
2017,10,CSS,2844068,4,6,14
2017,1,XSLT,548181,1,28,22
2017,2,Scala,216443,1,56,28
2017,8,Vim script,202530,3,41,63
2017,5,Rust,152013,2,66,82
2017,1,M,27936,1,141,135
2017,3,Nginx,253462,1,58,62
2017,2,Rich Text Format,41255,1,109,154
2017,11,Erlang,51683,4,93,47
2017,1,Groff,88263,1,100,19
2017,2,Raku,24764,1,138,168
2017,6,Game Maker Language,3746,2,229,205
2017,2,PureBasic,128105,1,78,136
2017,1,SQF,1393,1,279,268
2017,5,BitBake,6030,2,204,222
2017,6,SRecode Template,17690,2,155,149
2017,11,Logos,32053,4,107,83
2017,5,AspectJ,31146,2,143,116
2017,12,Terra,2106,4,221,219
2017,9,PEG.js,1168,3,282,312
2017,9,CLIPS,5299,3,200,122
2017,11,AIDL,3356,4,231,269
2017,4,BlitzBasic,5077,2,227,252
2017,9,KiCad,520,3,285,241
2017,4,Common Workflow Language,1251,2,280,326
2017,7,Ren'Py,162,3,384,433
2017,3,MLIR,25928,1,134,179
2017,2,Ren'Py,186,1,384,437
2017,11,Ren'Py,119,4,384,437
2017,4,LabVIEW,481,2,350,396
2017,8,Inform 7,660,3,300,323
2017,8,Ragel in Ruby Host,1375,3,297,152
2017,5,Grace,25,2,442,446
2017,1,Nemerle,335,1,346,217
2017,8,Propeller Spin,4662,3,257,279
2017,11,Clarion,997,4,283,175
2017,8,Gleam,83,3,367,437
2017,7,Open Policy Agent,795,3,316,336
2017,1,Kaitai Struct,154,1,366,387
2017,10,Dafny,69,4,425,460
2017,12,Opal,189,4,371,379
2017,9,Opal,230,3,371,382
2017,7,Ring,229,3,325,344
2017,12,sed,257248,4,30,63
2017,2,TeX,220544,1,47,27
2017,3,CMake,1313885,1,18,34
2017,3,Haskell,89480,1,88,90
2017,6,Perl,1685407,2,11,6
2017,10,NSIS,179067,4,50,46
2017,8,EJS,21080,3,147,182
2017,6,Jupyter Notebook,286291,2,38,83
2017,8,M4,364465,3,29,31
2017,7,Mako,79614,3,83,55
2017,9,Less,65219,3,92,125
2017,7,ASP.NET,7574,3,197,242
2017,12,Smalltalk,70231,4,68,81
2017,7,Meson,53245,3,99,130
2017,7,D,80861,3,75,88
2017,9,Clojure,168092,3,45,20
2017,10,MoonScript,1510,4,265,239
2017,5,API Blueprint,5483,2,219,267
2017,4,Hack,169786,2,65,89
2017,1,Gnuplot,45859,1,121,124
2017,8,Common Lisp,65883,3,90,108
2017,1,PureBasic,107738,1,78,136
2017,12,Pony,626,4,318,326
2017,2,Stylus,10645,1,181,227
2017,10,Vim Snippet,35943,4,114,152
2017,11,Cap'n Proto,21784,4,124,162
2017,8,Eagle,1393,3,263,177
2017,10,Cucumber,11859,4,163,65
2017,4,Rebol,18085,2,162,138
2017,11,AL,591,4,309,355
2017,5,NASL,23600,2,142,167
2017,12,NASL,21318,4,142,168
2017,8,Ada,23121,3,132,98
2017,12,CLIPS,4705,4,200,124
2017,4,Lasso,1049,2,307,241
2017,7,Bicep,3591,3,247,283
2017,7,E,2399,3,250,185
2017,7,Idris,1501,3,290,281
2017,3,NCL,196,1,376,382
2017,5,Lasso,1069,2,307,241
2017,6,MLIR,25297,2,134,184
2017,11,Faust,4143,4,235,275
2017,6,Markdown,112,2,374,401
2017,9,Papyrus,227,3,351,378
2017,6,Chapel,336,2,361,296
2017,6,BASIC,1574,2,277,321
2017,12,Fennel,82,4,406,404
2017,7,Promela,145,3,389,393
2017,2,X10,18,1,439,412
2017,3,Uno,15,1,301,413
2017,9,KRL,1707,3,356,355
2017,3,Opal,272,1,371,391
2017,4,Motoko,481,2,357,378
2017,3,Futhark,154,1,393,402
2017,2,Tea,10,1,431,416
2017,10,Cadence,675,4,329,350
2017,3,Batchfile,2353362,1,10,23
2017,8,Dockerfile,1539372,3,12,36
2017,1,AngelScript,12480,1,175,197
2017,5,ApacheConf,105589,2,85,47
2017,9,Elixir,32766,3,116,134
2017,9,Metal,13911,3,159,189
2017,6,F#,113504,2,74,106
2017,10,VBScript,12550,4,180,225
2017,10,Scheme,137624,4,70,75
2017,1,Prolog,225108,1,60,41
2017,5,Matlab,69079,2,96,77
2017,4,SWIG,35494,2,117,153
2017,4,Racket,5247,2,184,135
2017,12,Julia,15634,4,135,167
2017,3,Io,6103,1,224,164
2017,6,Modelica,1275,2,299,307
2017,5,Pony,873,2,318,336
2017,5,Cython,37307,2,118,151
2017,7,Module Management System,29289,3,120,101
2017,7,Agda,1173,3,308,342
2017,1,nesC,1480,1,289,127
2017,1,Riot,6426,1,237,288
2017,9,Fluent,4261,3,213,253
2017,7,Cool,3617,3,234,274
2017,9,CodeQL,6148,3,220,240
2017,2,CWeb,2513,1,272,299
2017,7,ImageJ Macro,1217,3,256,310
2017,10,Singularity,469,4,343,368
2017,6,kvlang,219,2,336,350
2017,11,Alloy,241,4,368,376
2017,9,Modula-2,8668,3,182,184
2017,2,Pep8,2314,1,216,295
2017,7,GAMS,1486,3,317,366
2017,9,Clarion,797,3,283,172
2017,5,MQL4,283,2,388,425
2017,11,MQL5,117,4,390,425
2017,3,Smali,244,1,342,329
2017,8,ObjectScript,261,3,370,373
2017,1,ZenScript,56,1,381,432
2017,11,Nimrod,625,4,344,260
2017,8,X10,13,3,439,425
2017,7,Shell,5066418,3,1,1
2017,12,Ruby,1216866,4,8,18
2017,7,PLSQL,126650,3,67,60
2017,7,C++,1921351,3,9,5
2017,10,Ruby,1858087,4,8,18
2017,12,Jupyter Notebook,182390,4,38,78
2017,12,Perl,1020203,4,11,6
2017,4,NSIS,201182,2,50,48
2017,4,TSQL,181464,2,55,88
2017,5,AngelScript,11357,2,175,208
2017,8,AngelScript,9549,3,175,202
2017,6,ASL,1533,2,273,308
2017,8,Handlebars,33283,3,122,82
2017,3,jq,5984,1,226,281
2017,11,Starlark,105149,4,79,119
2017,10,MATLAB,106913,4,71,105
2017,8,Bison,10939,3,186,35
2017,10,Pascal,97773,4,72,58
2017,9,Odin,75,3,392,407
2017,7,Nim,4996,3,179,223
2017,12,FORTRAN,3170,4,218,114
2017,6,XProc,2761,2,243,257
2017,5,Perl 6,242075,2,43,70
2017,12,GAP,42653,4,94,79
2017,3,DataWeave,35,1,429,451
2017,10,LiveScript,2019,4,255,148
2017,12,POV-Ray SDL,8832,4,154,157
2017,9,COBOL,2863,3,232,209
2017,1,Cython,32437,1,118,156
2017,11,VCL,11506,4,160,202
2017,3,PigLatin,7927,1,215,211
2017,7,TLA,5552,3,187,215
2017,1,SRecode Template,20983,1,155,147
2017,8,Terra,4566,3,221,218
2017,2,SystemVerilog,14065,1,168,166
2017,10,MAXScript,4533,4,185,177
2017,10,Brainfuck,44356,4,170,113
2017,8,Io,4041,3,224,175
2017,2,Brainfuck,10844,1,170,91
2017,5,SQF,2121,2,279,242
2017,6,E,3811,2,250,186
2017,12,Arc,4447,4,190,146
2017,2,Jasmin,3178,1,252,257
2017,6,HyPhy,2534,2,246,306
2017,4,Factor,369,2,348,316
2017,11,Asymptote,147,4,375,392
2017,7,Objective-J,671,3,303,286
2017,8,HolyC,2,3,418,454
2017,8,kvlang,620,3,336,341
2017,3,Ragel in Ruby Host,1740,1,297,153
2017,6,Ragel in Ruby Host,934,2,297,164
2017,1,Isabelle,2849,1,262,278
2017,11,Zeek,750,4,337,362
2017,2,Singularity,319,1,343,368
2017,8,Beef,155,3,362,392
2017,2,wdl,501,1,339,379
2017,8,Kaitai Struct,206,3,366,388
2017,9,HTML,3998763,3,2,11
2017,4,Emacs Lisp,345980,2,35,42
2017,10,Shell,4734207,4,1,1
2017,1,R,240333,1,54,52
2017,1,q,19775,1,152,177
2017,2,Lex,642571,1,26,15
2017,2,SCSS,199835,1,48,81
2017,10,XSLT,438899,4,28,23
2017,8,Visual Basic,137015,3,57,73
2017,11,M4,333473,4,29,31
2017,5,Nix,40752,2,112,142
2017,7,NSIS,183973,3,50,45
2017,2,Smalltalk,157229,1,68,83
2017,7,Smalltalk,120930,3,68,83
2017,6,M,25901,2,141,136
2017,12,PostScript,33312,4,101,50
2017,6,Click,1113,2,312,309
2017,10,Jsonnet,14016,4,166,212
2017,1,Erlang,73792,1,93,39
2017,12,Fortran,70370,4,73,99
2017,2,XProc,3725,1,243,244
2017,6,Elm,24277,2,127,148
2017,9,Racket,8143,3,184,164
2017,2,SaltStack,367401,1,46,71
2017,4,Lean,2346,2,241,240
2017,3,Modelica,1175,1,299,309
2017,8,Nunjucks,5606,3,217,265
2017,9,VCL,10607,3,160,198
2017,11,Groff,40546,4,100,20
2017,4,1C Enterprise,113987,2,91,139
2017,12,nesC,640,4,289,127
2017,2,Verilog,29298,1,140,150
2017,11,Game Maker Language,2750,4,229,199
2017,12,REXX,99,4,372,403
2017,3,RPC,13927,1,167,222
2017,8,PureScript,5882,3,191,264
2017,6,Bicep,3233,2,247,281
2017,10,Metal,11342,4,159,194
2017,5,KakouneScript,349,2,364,397
2017,5,MLIR,25902,2,134,184
2017,2,WebIDL,18604,1,145,200
2017,9,kvlang,785,3,336,341
2017,4,KiCad Layout,1314,2,296,356
2017,5,Faust,5239,2,235,278
2017,9,Logtalk,90,3,387,383
2017,2,Clarion,1562,1,283,181
2017,9,ReScript,3872,3,223,249
2017,2,Dylan,647,1,332,326
2017,3,BASIC,1740,1,277,317
2017,12,LSL,553,4,288,254
2017,7,Clarion,2751,3,283,172
2017,5,Mirah,10,2,446,344
2017,6,Open Policy Agent,1150,2,316,340
2017,12,Scaml,49,4,411,407
2017,12,Latte,156,4,365,408
2017,7,Myghty,1288,3,295,299
2017,12,Myghty,346,4,295,312
2017,8,Astro,3,3,454,461
2017,7,sed,383338,3,30,64
2017,12,Haskell,47095,4,88,89
2017,12,Visual Basic,68817,4,57,72
2017,4,FreeMarker,112586,2,81,97
2017,7,GDB,244079,3,36,28
2017,1,AutoHotkey,5879,1,225,230
2017,1,Cap'n Proto,52791,1,124,172
2017,6,Smalltalk,128282,2,68,86
2017,10,Protocol Buffer,120578,4,34,41
2017,9,Matlab,43349,3,96,75
2017,10,SWIG,35644,4,117,150
2017,2,LiveScript,3820,1,255,144
2017,1,HolyC,205,1,418,443
2017,11,JSONiq,6643,4,205,221
2017,2,BitBake,11009,1,204,208
2017,4,PigLatin,5222,2,215,212
2017,12,ShaderLab,24325,4,123,195
2017,7,Eagle,1607,3,263,177
2017,2,Logos,54739,1,107,79
2017,1,CLIPS,11144,1,200,122
2017,3,Lasso,1399,1,307,234
2017,3,DM,118223,1,77,95
2017,5,Self,109,2,437,435
2017,5,Clean,1217,2,294,305
2017,4,Slim,2234,2,261,300
2017,5,Solidity,4704,2,214,262
2017,9,Lasso,882,3,307,235
2017,7,ChucK,63,3,405,358
2017,2,Fennel,39,1,406,409
2017,7,Qt Script,460,3,319,345
2017,3,LabVIEW,563,1,350,381
2017,3,Alloy,451,1,368,378
2017,9,Gosu,146,3,359,228
2017,11,Dylan,624,4,332,323
2017,5,Zeek,363,2,337,367
2017,11,Modula-2,7589,4,182,183
2017,5,Modula-2,9417,2,182,189
2017,4,Oz,740,2,306,274
2017,2,Modula-3,211,1,382,412
2017,2,Closure Templates,965,1,302,335
2017,11,XML,565,4,345,120
2017,7,wdl,489,3,339,377
2017,3,ZAP,102,1,413,431
2017,5,Witcher Script,204,2,385,395
2017,6,Parrot,61,2,417,332
2017,6,Befunge,13,2,434,459
2017,10,Futhark,99,4,393,411
2017,8,Tcl,277426,3,49,51
2017,6,Batchfile,1810253,2,10,22
2017,3,Smarty,323557,1,40,54
2017,1,Xtend,8161,1,210,206
2017,12,Emacs Lisp,206742,4,35,45
2017,5,ASP,98925,2,82,18
2017,8,ActionScript,32585,3,119,72
2017,10,AutoHotkey,3870,4,225,231
2017,11,YARA,1341,4,293,322
2017,2,Mako,86696,1,83,58
2017,6,GCC Machine Description,4340,2,192,191
2017,4,Starlark,85894,2,79,123
2017,12,SuperCollider,14562,4,131,68
2017,5,Cuda,84814,2,89,117
2017,9,M,21906,3,141,136
2017,6,Perl 6,268121,2,43,70
2017,11,Gnuplot,29328,4,121,128
2017,6,GAP,52842,2,94,80
2017,6,Arduino,32899,2,130,93
2017,9,Erlang,58494,3,93,48
2017,12,Nginx,31473,4,58,60
2017,2,D,131393,1,75,85
2017,5,ShaderLab,37997,2,123,201
2017,2,Gnuplot,31575,1,121,124
2017,7,Yacc,549133,3,22,15
2017,4,LiveScript,2444,2,255,146
2017,9,ShaderLab,33332,3,123,200
2017,1,POV-Ray SDL,36972,1,154,157
2017,6,Apex,14386,2,156,196
2017,12,VCL,14779,4,160,202
2017,1,DM,120929,1,77,95
2017,11,FORTRAN,3845,4,218,114
2017,2,ATS,185,1,407,282
2017,9,1C Enterprise,41673,3,91,141
2017,8,Logos,36310,3,107,84
2017,7,Turing,1156,3,286,231
2017,3,nesC,1518,1,289,127
2017,12,SMT,943,4,269,278
2017,8,Csound Score,3616,3,248,320
2017,4,Sage,10555,2,173,200
2017,10,Clean,1525,4,294,307
2017,9,Cool,3328,3,234,274
2017,7,DM,72805,3,77,104
2017,1,EmberScript,26564,1,157,134
2017,4,Grammatical Framework,127,2,373,392
2017,12,ImageJ Macro,937,4,256,305
2017,9,Mask,7906,3,178,192
2017,4,MLIR,18980,2,134,184
2017,12,mIRC Script,2847,4,239,263
2017,8,LSL,1036,3,288,258
2017,4,Zig,368,2,321,365
2017,4,Dylan,756,2,332,314
2017,12,Ragel in Ruby Host,805,4,297,159
2017,2,Ragel in Ruby Host,1282,1,297,153
2017,11,Propeller Spin,930,4,257,289
2017,11,ReScript,3768,4,223,249
2017,4,Cirru,899,2,314,261
2017,8,IGOR Pro,48,3,399,371
2017,5,ShellSession,49,2,440,406
2017,1,Cirru,1299,1,314,252
2017,7,Scaml,40,3,411,418
2017,5,Motoko,561,2,357,378
2017,1,Curry,1,1,460,462
2017,11,Ruby,1669272,4,8,18
2017,12,HTML,2720877,4,2,11
